SalesID,SalesDate,StaffID,CustomerID
TR05270,2020-11-05,ST00377,CU00949
TR05271,2020-10-09,ST00880,CU00921
TR05272,2019-09-23,ST00597,CU00333
TR05273,2021-02-11,ST00863,CU00148
TR05274,2020-04-18,ST00859,CU00858
TR05275,2019-10-22,ST00834,CU00242
TR05276,2019-06-19,ST00366,CU00372
TR05277,2021-08-25,ST00934,CU00627
TR05278,2019-04-21,ST00428,CU00169
TR05279,2019-09-27,ST00278,CU00304
TR05280,2020-02-25,ST00820,CU00054
TR05281,2020-08-23,ST00787,CU00995
TR05282,2019-11-10,ST00844,CU00393
TR05283,2021-12-21,ST00558,CU00272
TR05284,2021-07-09,ST00427,CU00923
TR05285,2021-05-09,ST00326,CU00632
TR05286,2019-04-01,ST00385,CU00592
TR05287,2020-12-03,ST00853,CU00585
TR05288,2021-08-27,ST00571,CU00426
TR05289,2020-12-21,ST00315,CU00161
TR05290,2020-12-17,ST00438,CU00783
TR05291,2021-05-10,ST00001,CU00272
TR05292,2019-10-13,ST00809,CU00679
TR05293,2020-05-18,ST00119,CU00133
TR05294,2019-08-08,ST00770,CU00718
TR05295,2019-03-22,ST00125,CU00441
TR05296,2020-04-25,ST00417,CU00470
TR05297,2020-01-21,ST00598,CU00888
TR05298,2021-09-05,ST00248,CU00415
TR05299,2020-11-12,ST00972,CU00466
TR05300,2020-01-15,ST00847,CU00490
TR05301,2019-08-10,ST00826,CU00030
TR05302,2020-06-07,ST00261,CU00604
TR05303,2020-10-06,ST00684,CU00132
TR05304,2020-02-17,ST00042,CU00315
TR05305,2019-05-21,ST00005,CU00847
TR05306,2021-06-04,ST00402,CU00352
TR05307,2021-03-08,ST00043,CU00104
TR05308,2021-05-13,ST00962,CU00968
TR05309,2021-07-25,ST00811,CU00255
TR05310,2020-01-18,ST00729,CU00655
TR05311,2021-08-05,ST00417,CU00706
TR05312,2020-03-07,ST00891,CU00464
TR05313,2020-04-27,ST00328,CU00117
TR05314,2019-06-03,ST00617,CU00345
TR05315,2019-02-21,ST00883,CU00271
TR05316,2021-02-13,ST00249,CU00159
TR05317,2020-05-07,ST00898,CU00970
TR05318,2020-08-15,ST00930,CU00475
TR05319,2019-11-07,ST00616,CU00980
TR05320,2020-10-01,ST00615,CU00666
TR05321,2021-12-11,ST00460,CU00466
TR05322,2019-07-13,ST00721,CU00279
TR05323,2019-03-18,ST00165,CU00686
TR05324,2021-02-02,ST00416,CU00457
TR05325,2020-12-16,ST00324,CU00630
TR05326,2019-07-01,ST00443,CU00585
TR05327,2021-07-05,ST00905,CU00761
TR05328,2021-08-17,ST00590,CU00194
TR05329,2020-02-27,ST00185,CU00333
TR05330,2020-06-02,ST00174,CU00287
TR05331,2020-07-19,ST00408,CU00436
TR05332,2019-01-06,ST00616,CU00139
TR05333,2020-08-28,ST00446,CU00577
TR05334,2019-09-04,ST00204,CU00797
TR05335,2021-11-23,ST00875,CU00482
TR05336,2021-03-18,ST00394,CU00627
TR05337,2021-01-07,ST00112,CU00440
TR05338,2021-09-12,ST00832,CU00212
TR05339,2019-02-03,ST00084,CU00866
TR05340,2021-11-16,ST00046,CU00419
TR05341,2021-11-21,ST00479,CU00376
TR05342,2021-05-14,ST00281,CU00619
TR05343,2019-02-06,ST00486,CU00451
TR05344,2020-07-18,ST00523,CU00195
TR05345,2021-04-02,ST00901,CU00710
TR05346,2021-05-12,ST00861,CU00259
TR05347,2020-02-07,ST00659,CU00160
TR05348,2020-07-28,ST00066,CU00361
TR05349,2019-04-23,ST00444,CU00759
TR05350,2019-10-03,ST00129,CU00954
TR05351,2021-06-25,ST00509,CU00437
TR05352,2021-03-13,ST00973,CU00536
TR05353,2021-12-02,ST00293,CU00685
TR05354,2020-08-09,ST00326,CU00979
TR05355,2021-07-20,ST00926,CU00106
TR05356,2020-02-19,ST00532,CU00642
TR05357,2020-04-21,ST00265,CU00319
TR05358,2019-04-12,ST00059,CU00078
TR05359,2021-02-26,ST00057,CU00672
TR05360,2021-08-18,ST00291,CU00464
TR05361,2019-01-28,ST00438,CU00790
TR05362,2020-02-25,ST00630,CU00752
TR05363,2019-05-15,ST00265,CU00137
TR05364,2020-11-06,ST00812,CU00638
TR05365,2020-07-12,ST00404,CU00119
TR05366,2020-05-28,ST00084,CU00025
TR05367,2021-01-27,ST00800,CU00756
TR05368,2021-04-25,ST00365,CU00067
TR05369,2020-07-21,ST00358,CU00595
TR05370,2020-01-07,ST00177,CU00659
TR05371,2021-02-19,ST00231,CU00011
TR05372,2021-12-11,ST00228,CU00118
TR05373,2021-02-12,ST00762,CU00960
TR05374,2021-01-13,ST00045,CU00311
TR05375,2020-09-07,ST00604,CU00278
TR05376,2020-10-17,ST00603,CU00116
TR05377,2020-01-05,ST00625,CU00205
TR05378,2019-03-19,ST00776,CU00592
TR05379,2019-01-02,ST00476,CU00108
TR05380,2021-10-22,ST00967,CU00974
TR05381,2019-07-09,ST00034,CU00345
TR05382,2021-04-15,ST00819,CU00499
TR05383,2019-05-15,ST00452,CU00364
TR05384,2020-12-28,ST00360,CU00945
TR05385,2021-02-05,ST00158,CU00009
TR05386,2020-04-04,ST00064,CU00512
TR05387,2019-10-22,ST00689,CU00996
TR05388,2019-07-14,ST00297,CU00974
TR05389,2019-02-14,ST00317,CU00400
TR05390,2019-09-22,ST00198,CU00539
TR05391,2020-09-02,ST00596,CU00445
TR05392,2021-09-09,ST00217,CU00867
TR05393,2019-09-17,ST00452,CU00715
TR05394,2021-07-23,ST00960,CU00829
TR05395,2019-02-23,ST00032,CU00025
TR05396,2021-01-24,ST00903,CU00894
TR05397,2019-11-14,ST00975,CU00241
TR05398,2019-09-10,ST00199,CU00856
TR05399,2020-05-05,ST00690,CU00013
TR05400,2021-02-18,ST00010,CU00865
TR05401,2021-06-26,ST00773,CU00167
TR05402,2021-10-24,ST00085,CU00075
TR05403,2019-11-08,ST00498,CU00948
TR05404,2019-12-07,ST00935,CU00841
TR05405,2019-09-01,ST00263,CU00528
TR05406,2020-11-05,ST00123,CU00197
TR05407,2020-05-20,ST00289,CU00952
TR05408,2021-07-19,ST00405,CU00737
TR05409,2020-02-21,ST00415,CU00737
TR05410,2020-07-24,ST00454,CU00533
TR05411,2021-02-01,ST00705,CU00433
TR05412,2021-05-14,ST00271,CU00382
TR05413,2020-04-04,ST00977,CU00429
TR05414,2019-07-07,ST00271,CU00302
TR05415,2020-08-09,ST00433,CU00786
TR05416,2019-04-14,ST00149,CU00076
TR05417,2020-09-19,ST00366,CU00416
TR05418,2021-09-25,ST00920,CU00719
TR05419,2021-01-25,ST00528,CU00689
TR05420,2021-10-13,ST00800,CU00166
TR05421,2020-09-17,ST00470,CU00601
TR05422,2020-03-04,ST00201,CU00023
TR05423,2020-12-02,ST00346,CU00132
TR05424,2020-02-11,ST00599,CU00685
TR05425,2020-04-19,ST00805,CU00548
TR05426,2019-03-17,ST00151,CU00600
TR05427,2021-11-04,ST00763,CU00333
TR05428,2021-04-05,ST00238,CU00241
TR05429,2021-04-07,ST00884,CU00953
TR05430,2021-12-24,ST00790,CU00675
TR05431,2021-01-18,ST00631,CU00083
TR05432,2021-02-02,ST00800,CU00084
TR05433,2021-02-28,ST00921,CU00494
TR05434,2021-06-04,ST00739,CU00187
TR05435,2020-01-06,ST00831,CU00308
TR05436,2019-10-24,ST00507,CU00242
TR05437,2021-03-11,ST00347,CU00156
TR05438,2021-07-20,ST00298,CU00089
TR05439,2021-04-03,ST00489,CU00856
TR05440,2021-10-23,ST00572,CU00830
TR05441,2021-03-19,ST00102,CU00681
TR05442,2020-08-22,ST00776,CU00695
TR05443,2021-05-01,ST00516,CU00465
TR05444,2021-03-15,ST00776,CU00688
TR05445,2019-01-05,ST00345,CU00170
TR05446,2019-10-01,ST00239,CU00497
TR05447,2021-08-20,ST00907,CU00952
TR05448,2020-06-22,ST00253,CU00051
TR05449,2020-05-16,ST00650,CU00349
TR05450,2021-10-15,ST00406,CU00561
TR05451,2019-04-21,ST00086,CU00814
TR05452,2020-02-10,ST00623,CU00763
TR05453,2021-04-22,ST00878,CU00832
TR05454,2020-06-11,ST00032,CU00471
TR05455,2020-12-06,ST00872,CU00627
TR05456,2021-05-24,ST00306,CU00339
TR05457,2019-09-05,ST00350,CU00845
TR05458,2021-04-17,ST00567,CU00289
TR05459,2019-11-16,ST00680,CU00294
TR05460,2020-01-23,ST00206,CU00255
TR05461,2021-02-17,ST00700,CU00032
TR05462,2021-11-14,ST00863,CU00502
TR05463,2020-01-05,ST00633,CU00908
TR05464,2019-01-03,ST00585,CU00461
TR05465,2019-11-08,ST00710,CU00022
TR05466,2020-07-28,ST00967,CU00776
TR05467,2020-02-22,ST00762,CU00425
TR05468,2019-11-11,ST00274,CU00102
TR05469,2021-11-22,ST00635,CU00682
TR05470,2019-09-07,ST00603,CU00836
TR05471,2019-04-13,ST00884,CU00124
TR05472,2019-11-05,ST00180,CU00247
TR05473,2019-12-03,ST00552,CU00719
TR05474,2020-09-03,ST00492,CU00941
TR05475,2021-05-28,ST00783,CU00211
TR05476,2020-01-10,ST00747,CU00226
TR05477,2020-12-13,ST00769,CU00929
TR05478,2020-12-11,ST00474,CU00062
TR05479,2021-03-10,ST00117,CU00591
TR05480,2019-09-14,ST00295,CU00877
TR05481,2020-12-27,ST00822,CU00423
TR05482,2021-11-09,ST00438,CU00796
TR05483,2020-10-28,ST00461,CU00081
TR05484,2020-10-10,ST00100,CU00269
TR05485,2020-04-07,ST00132,CU00444
TR05486,2020-03-22,ST00207,CU00264
TR05487,2020-02-23,ST00699,CU00076
TR05488,2019-09-04,ST00342,CU00415
TR05489,2020-08-19,ST00217,CU00123
TR05490,2021-10-06,ST00965,CU00612
TR05491,2021-03-05,ST00989,CU00896
TR05492,2020-02-20,ST00628,CU00399
TR05493,2020-08-23,ST00539,CU00796
TR05494,2019-10-02,ST00855,CU00967
TR05495,2019-06-09,ST00923,CU00676
TR05496,2021-06-22,ST00141,CU00979
TR05497,2019-11-15,ST00376,CU00904
TR05498,2020-05-24,ST00696,CU00393
TR05499,2019-11-14,ST00691,CU00255
TR05500,2020-01-03,ST00750,CU00670
TR05501,2019-06-22,ST00320,CU00929
TR05502,2020-06-07,ST00899,CU00129
TR05503,2021-08-04,ST00376,CU00865
TR05504,2019-09-09,ST00916,CU00730
TR05505,2019-02-21,ST00896,CU00759
TR05506,2019-01-17,ST00476,CU00898
TR05507,2020-05-24,ST00414,CU00613
TR05508,2020-10-25,ST00467,CU00289
TR05509,2021-10-05,ST00071,CU00508
TR05510,2021-01-19,ST00583,CU00013
TR05511,2021-03-18,ST00389,CU00696
TR05512,2021-01-02,ST00122,CU00352
TR05513,2020-02-18,ST00770,CU00300
TR05514,2020-04-03,ST00489,CU00587
TR05515,2020-06-18,ST01000,CU00420
TR05516,2021-06-28,ST00533,CU00356
TR05517,2019-06-17,ST00743,CU00015
TR05518,2020-02-04,ST00289,CU00484
TR05519,2021-10-20,ST00835,CU00618
TR05520,2019-12-15,ST00309,CU00903
TR05521,2021-08-19,ST00154,CU00633
TR05522,2020-06-21,ST00907,CU00024
TR05523,2019-04-11,ST00478,CU00628
TR05524,2020-06-11,ST00738,CU00706
TR05525,2021-05-28,ST00753,CU00293
TR05526,2020-09-07,ST00315,CU00170
TR05527,2021-11-03,ST00807,CU00057
TR05528,2021-11-14,ST00870,CU00423
TR05529,2021-04-28,ST00779,CU00989
TR05530,2021-05-15,ST00991,CU00727
TR05531,2021-05-16,ST00008,CU00533
TR05532,2019-02-25,ST00201,CU00545
TR05533,2021-08-19,ST00495,CU00627
TR05534,2021-03-25,ST00820,CU00452
TR05535,2019-01-14,ST00514,CU00011
TR05536,2020-02-04,ST00922,CU00093
TR05537,2019-01-07,ST00506,CU00274
TR05538,2020-02-27,ST00480,CU00232
TR05539,2019-09-16,ST00125,CU00746
TR05540,2021-07-26,ST00160,CU00010
TR05541,2021-07-04,ST00257,CU00057
TR05542,2019-11-26,ST00879,CU00522
TR05543,2021-07-18,ST00095,CU00654
TR05544,2019-05-09,ST00332,CU00825
TR05545,2020-11-10,ST00278,CU00553
TR05546,2019-08-16,ST00710,CU00355
TR05547,2019-06-14,ST00436,CU00913
TR05548,2020-09-09,ST00318,CU00678
TR05549,2019-09-16,ST00196,CU00956
TR05550,2019-05-20,ST00972,CU00867
TR05551,2020-03-27,ST00391,CU00681
TR05552,2021-04-08,ST00731,CU00482
TR05553,2020-09-01,ST00320,CU00420
TR05554,2020-07-07,ST00227,CU00523
TR05555,2021-06-09,ST00690,CU00498
TR05556,2020-01-08,ST00409,CU00835
TR05557,2020-11-19,ST00104,CU00245
TR05558,2020-03-25,ST00534,CU00418
TR05559,2019-05-26,ST00641,CU00400
TR05560,2020-06-19,ST00727,CU00802
TR05561,2020-07-18,ST00760,CU00275
TR05562,2019-12-14,ST00010,CU00410
TR05563,2020-09-06,ST00924,CU00341
TR05564,2021-07-25,ST00266,CU00548
TR05565,2021-01-04,ST00334,CU00693
TR05566,2021-04-28,ST00784,CU00517
TR05567,2020-05-25,ST00895,CU00524
TR05568,2020-03-08,ST00347,CU00159
TR05569,2020-10-25,ST00855,CU00203
TR05570,2020-01-19,ST00338,CU00595
TR05571,2019-01-11,ST00719,CU00226
TR05572,2021-05-28,ST00114,CU00109
TR05573,2021-09-27,ST00858,CU00570
TR05574,2020-05-09,ST00132,CU00756
TR05575,2019-11-04,ST00404,CU00475
TR05576,2020-03-06,ST00064,CU00892
TR05577,2021-09-02,ST00529,CU00384
TR05578,2019-12-10,ST00164,CU00294
TR05579,2019-11-09,ST00165,CU00927
TR05580,2021-07-10,ST00726,CU00882
TR05581,2021-01-19,ST00850,CU00757
TR05582,2020-09-28,ST00572,CU00075
TR05583,2021-05-09,ST00734,CU00669
TR05584,2019-12-02,ST00662,CU00856
TR05585,2021-03-23,ST00440,CU00957
TR05586,2019-05-22,ST00831,CU00472
TR05587,2021-01-08,ST00606,CU00018
TR05588,2021-05-22,ST00800,CU00778
TR05589,2019-09-07,ST00599,CU00996
TR05590,2020-12-23,ST00804,CU00466
TR05591,2019-11-08,ST00555,CU00362
TR05592,2019-08-09,ST00369,CU00852
TR05593,2021-09-10,ST00712,CU00933
TR05594,2021-08-25,ST00436,CU00144
TR05595,2021-12-12,ST00420,CU00677
TR05596,2020-07-23,ST00723,CU00575
TR05597,2021-03-15,ST00440,CU00194
TR05598,2020-06-25,ST00099,CU00740
TR05599,2019-07-07,ST00685,CU00545
TR05600,2019-07-15,ST00978,CU00200
TR05601,2019-08-25,ST00318,CU00606
TR05602,2021-03-23,ST00367,CU00730
TR05603,2019-08-23,ST00091,CU00925
TR05604,2021-04-28,ST00997,CU00620
TR05605,2021-12-11,ST00748,CU00050
TR05606,2021-07-10,ST00439,CU00245
TR05607,2020-05-25,ST00026,CU00281
TR05608,2019-08-08,ST00249,CU00293
TR05609,2021-07-18,ST00891,CU00341
TR05610,2020-05-11,ST00149,CU00947
TR05611,2020-10-28,ST00848,CU00387
TR05612,2021-03-16,ST00936,CU00708
TR05613,2020-02-26,ST00467,CU00795
TR05614,2019-10-05,ST00549,CU00928
TR05615,2020-04-05,ST00132,CU00925
TR05616,2020-01-26,ST00903,CU00248
TR05617,2019-03-27,ST00660,CU00805
TR05618,2021-04-22,ST00776,CU00471
TR05619,2019-12-15,ST00779,CU00896
TR05620,2020-06-08,ST00463,CU00941
TR05621,2020-08-07,ST00946,CU00441
TR05622,2020-05-09,ST00827,CU00606
TR05623,2019-02-09,ST00872,CU00011
TR05624,2021-05-26,ST00520,CU00300
TR05625,2021-06-19,ST00671,CU00599
TR05626,2021-12-15,ST00842,CU00546
TR05627,2020-03-16,ST00539,CU00026
TR05628,2020-05-24,ST00273,CU00216
TR05629,2019-11-08,ST00648,CU00591
TR05630,2019-03-15,ST00339,CU00547
TR05631,2021-12-05,ST00774,CU00981
TR05632,2019-05-05,ST00916,CU00026
TR05633,2021-04-16,ST00316,CU00699
TR05634,2019-06-13,ST00551,CU00174
TR05635,2021-10-10,ST00389,CU00897
TR05636,2020-12-04,ST00221,CU00558
TR05637,2020-11-25,ST00207,CU00492
TR05638,2019-06-09,ST00599,CU00087
TR05639,2021-09-26,ST00142,CU00198
TR05640,2020-10-07,ST00576,CU00129
TR05641,2019-06-20,ST00630,CU00730
TR05642,2019-02-01,ST00349,CU00106
TR05643,2020-07-09,ST00135,CU00393
TR05644,2020-08-15,ST00389,CU00322
TR05645,2019-01-20,ST00343,CU00832
TR05646,2019-10-09,ST00980,CU00148
TR05647,2020-07-11,ST00579,CU00901
TR05648,2019-07-20,ST00964,CU00535
TR05649,2020-09-06,ST00127,CU00896
TR05650,2019-10-17,ST00503,CU00288
TR05651,2019-03-24,ST00935,CU00334
TR05652,2019-05-06,ST00777,CU00374
TR05653,2020-04-06,ST00254,CU00912
TR05654,2019-01-26,ST00675,CU00806
TR05655,2021-03-28,ST00235,CU00840
TR05656,2021-10-09,ST00153,CU00284
TR05657,2019-01-27,ST00080,CU00303
TR05658,2019-03-19,ST00431,CU00087
TR05659,2019-07-13,ST00316,CU00333
TR05660,2021-05-05,ST00862,CU00284
TR05661,2019-10-21,ST00794,CU00023
TR05662,2020-09-08,ST00461,CU00375
TR05663,2020-08-07,ST00375,CU00208
TR05664,2019-02-04,ST00706,CU00723
TR05665,2020-08-22,ST00899,CU00601
TR05666,2020-01-27,ST00755,CU00904
TR05667,2019-07-27,ST00835,CU00360
TR05668,2019-09-01,ST00139,CU00792
TR05669,2021-04-16,ST00574,CU00630
TR05670,2020-07-20,ST00394,CU00137
TR05671,2020-12-20,ST00012,CU00507
TR05672,2021-12-03,ST00846,CU00840
TR05673,2019-06-06,ST00899,CU00887
TR05674,2019-01-06,ST00025,CU00540
TR05675,2020-04-17,ST00448,CU00319
TR05676,2020-08-12,ST00464,CU00640
TR05677,2019-03-13,ST00432,CU00298
TR05678,2020-03-24,ST00413,CU00951
TR05679,2020-08-20,ST00760,CU00421
TR05680,2019-06-08,ST00652,CU00739
TR05681,2019-07-02,ST00519,CU00701
TR05682,2021-05-18,ST00434,CU00622
TR05683,2019-02-19,ST00299,CU00325
TR05684,2019-10-16,ST00542,CU00246
TR05685,2021-05-12,ST00516,CU00223
TR05686,2020-06-02,ST00248,CU00029
TR05687,2020-04-05,ST00248,CU00816
TR05688,2020-07-28,ST00784,CU00484
TR05689,2020-05-20,ST00254,CU00285
TR05690,2020-08-10,ST00698,CU00256
TR05691,2019-10-23,ST00418,CU00074
TR05692,2019-03-27,ST00847,CU00940
TR05693,2020-12-10,ST00580,CU00762
TR05694,2020-12-14,ST00706,CU00431
TR05695,2021-11-06,ST00479,CU00178
TR05696,2020-01-17,ST00688,CU00888
TR05697,2019-05-27,ST00367,CU00451
TR05698,2021-06-27,ST00701,CU00148
TR05699,2019-09-20,ST00952,CU00127
TR05700,2020-08-15,ST00761,CU00818
TR05701,2021-02-22,ST00065,CU00153
TR05702,2021-02-19,ST00824,CU00455
TR05703,2019-11-15,ST00625,CU00896
TR05704,2020-05-24,ST00447,CU00322
TR05705,2021-01-07,ST00465,CU00978
TR05706,2021-09-18,ST00207,CU00094
TR05707,2020-11-06,ST00567,CU00484
TR05708,2020-02-01,ST00105,CU00158
TR05709,2020-03-24,ST00501,CU00588
TR05710,2020-08-14,ST00327,CU00851
TR05711,2020-05-18,ST00616,CU00725
TR05712,2020-08-12,ST00232,CU00160
TR05713,2019-07-14,ST00097,CU00238
TR05714,2019-09-28,ST00477,CU00711
TR05715,2020-12-21,ST00376,CU00962
TR05716,2021-04-22,ST00545,CU00078
TR05717,2020-05-27,ST00848,CU00537
TR05718,2021-02-04,ST00768,CU00816
TR05719,2021-05-18,ST00412,CU00364
TR05720,2021-08-09,ST00176,CU00814
TR05721,2019-10-13,ST00480,CU00442
TR05722,2019-09-28,ST00097,CU00785
TR05723,2020-11-04,ST00166,CU00469
TR05724,2020-06-28,ST00768,CU00695
TR05725,2021-05-28,ST00628,CU00646
TR05726,2019-11-23,ST00970,CU00935
TR05727,2020-09-13,ST00186,CU00537
TR05728,2019-12-08,ST00516,CU00803
TR05729,2019-09-13,ST00102,CU00120
TR05730,2019-12-02,ST00917,CU00318
TR05731,2021-01-12,ST00271,CU00787
TR05732,2020-10-04,ST00448,CU00096
TR05733,2020-10-07,ST00534,CU00702
TR05734,2019-11-14,ST00343,CU00330
TR05735,2021-08-04,ST00447,CU00520
TR05736,2019-01-06,ST00728,CU00950
TR05737,2020-11-17,ST00533,CU00226
TR05738,2020-02-11,ST00479,CU00169
TR05739,2020-06-08,ST00688,CU00265
TR05740,2020-05-15,ST00785,CU00222
TR05741,2019-05-06,ST00605,CU00943
TR05742,2020-04-24,ST00774,CU00881
TR05743,2020-10-01,ST00990,CU00316
TR05744,2021-05-09,ST00504,CU00601
TR05745,2019-09-01,ST00863,CU00209
TR05746,2019-07-11,ST00892,CU00948
TR05747,2021-09-13,ST00851,CU00154
TR05748,2021-06-09,ST00477,CU00897
TR05749,2021-10-21,ST00315,CU00215
TR05750,2019-05-16,ST00323,CU00713
TR05751,2021-05-20,ST00862,CU00273
TR05752,2021-06-06,ST00582,CU00205
TR05753,2021-10-20,ST00587,CU00223
TR05754,2020-03-10,ST00761,CU00826
TR05755,2021-09-23,ST00212,CU00368
TR05756,2021-09-06,ST00253,CU00445
TR05757,2020-07-23,ST00661,CU00416
TR05758,2020-01-27,ST00558,CU00999
TR05759,2021-02-03,ST00586,CU00116
TR05760,2021-09-13,ST00980,CU00073
TR05761,2021-10-16,ST00362,CU00030
TR05762,2021-05-22,ST00728,CU00761
TR05763,2020-08-25,ST00402,CU00468
TR05764,2021-06-25,ST00484,CU00709
TR05765,2019-12-15,ST00181,CU00054
TR05766,2020-12-23,ST00786,CU00734
TR05767,2021-05-21,ST00613,CU00823
TR05768,2019-06-04,ST00059,CU00866
TR05769,2019-03-15,ST00544,CU00077
TR05770,2021-02-19,ST00703,CU00372
TR05771,2021-03-17,ST00338,CU00563
TR05772,2021-12-06,ST00265,CU00968
TR05773,2021-02-23,ST00352,CU00994
TR05774,2020-06-23,ST00649,CU00538
TR05775,2020-03-16,ST00527,CU00247
TR05776,2019-02-18,ST00336,CU00685
TR05777,2019-10-08,ST00212,CU00092
TR05778,2021-09-26,ST00012,CU00594
TR05779,2020-11-19,ST00814,CU00196
TR05780,2021-03-14,ST00847,CU00042
TR05781,2021-10-02,ST00106,CU00698
TR05782,2021-09-20,ST00037,CU00067
TR05783,2021-03-26,ST00477,CU00872
TR05784,2020-10-19,ST00052,CU00307
TR05785,2019-12-27,ST00673,CU00674
TR05786,2021-12-09,ST00012,CU00577
TR05787,2019-11-18,ST00444,CU00670
TR05788,2021-06-26,ST00097,CU00824
TR05789,2019-12-10,ST00788,CU00975
TR05790,2021-04-12,ST00453,CU00193
TR05791,2019-09-12,ST00406,CU00189
TR05792,2020-09-25,ST00721,CU00990
TR05793,2020-10-26,ST00302,CU00223
TR05794,2021-07-19,ST00947,CU00527
TR05795,2021-08-09,ST00918,CU00428
TR05796,2020-11-07,ST00584,CU00032
TR05797,2019-05-18,ST00353,CU00510
TR05798,2021-08-23,ST00391,CU00053
TR05799,2021-03-20,ST00721,CU00693
TR05800,2020-06-28,ST00875,CU00578
TR05801,2021-07-21,ST00920,CU00691
TR05802,2021-07-17,ST00922,CU00344
TR05803,2019-03-07,ST00105,CU00829
TR05804,2021-01-09,ST00162,CU00900
TR05805,2021-04-24,ST00410,CU00514
TR05806,2021-02-04,ST00727,CU00689
TR05807,2020-01-06,ST00005,CU00275
TR05808,2020-07-24,ST00813,CU00552
TR05809,2021-11-03,ST00308,CU00749
TR05810,2019-04-14,ST00278,CU00291
TR05811,2020-08-23,ST00958,CU00405
TR05812,2019-07-25,ST00106,CU00419
TR05813,2019-10-20,ST00227,CU00490
TR05814,2021-09-21,ST00829,CU00978
TR05815,2021-02-15,ST00001,CU00410
TR05816,2021-06-28,ST00406,CU00953
TR05817,2020-02-15,ST00201,CU00780
TR05818,2021-03-13,ST00419,CU00094
TR05819,2020-11-22,ST00151,CU00035
TR05820,2019-08-20,ST00602,CU00813
TR05821,2021-09-06,ST00534,CU00159
TR05822,2021-11-21,ST00177,CU00961
TR05823,2019-07-17,ST00282,CU00999
TR05824,2019-08-19,ST00807,CU00349
TR05825,2019-11-08,ST00282,CU00437
TR05826,2021-06-19,ST00677,CU00357
TR05827,2019-06-23,ST00061,CU00701
TR05828,2021-10-16,ST00255,CU00294
TR05829,2020-12-13,ST00383,CU00439
TR05830,2021-10-22,ST00168,CU00461
TR05831,2021-10-11,ST00837,CU00798
TR05832,2019-09-09,ST00658,CU00508
TR05833,2021-03-06,ST00657,CU00680
TR05834,2019-05-12,ST00048,CU00353
TR05835,2020-10-17,ST00082,CU00944
TR05836,2020-05-08,ST00609,CU00116
TR05837,2019-12-24,ST00469,CU00335
TR05838,2020-12-06,ST00977,CU00076
TR05839,2019-11-05,ST00894,CU00486
TR05840,2021-07-10,ST00232,CU00488
TR05841,2019-01-05,ST00576,CU00774
TR05842,2020-02-22,ST00480,CU00224
TR05843,2019-01-24,ST00611,CU00393
TR05844,2019-03-18,ST00335,CU00868
TR05845,2019-08-10,ST00578,CU00782
TR05846,2021-03-08,ST00010,CU00110
TR05847,2019-12-16,ST00476,CU00131
TR05848,2020-03-24,ST00012,CU00924
TR05849,2021-04-11,ST00053,CU00634
TR05850,2021-01-21,ST00667,CU00100
TR05851,2020-03-19,ST00408,CU00317
TR05852,2021-04-21,ST00112,CU00833
TR05853,2020-06-01,ST00344,CU00283
TR05854,2019-09-08,ST00589,CU00777
TR05855,2019-08-27,ST00144,CU00860
TR05856,2020-04-15,ST00723,CU00129
TR05857,2019-12-27,ST00615,CU00639
TR05858,2021-11-24,ST00463,CU00544
TR05859,2021-07-24,ST00047,CU00645
TR05860,2019-04-01,ST00741,CU00836
TR05861,2021-07-19,ST00913,CU00917
TR05862,2021-07-23,ST00412,CU00271
TR05863,2019-09-04,ST00576,CU00711
TR05864,2020-09-16,ST00318,CU00253
TR05865,2019-11-28,ST00093,CU00382
TR05866,2020-08-04,ST00763,CU00194
TR05867,2020-12-06,ST00529,CU00617
TR05868,2021-06-20,ST00732,CU00789
TR05869,2020-05-02,ST00469,CU00161
TR05870,2019-10-09,ST00407,CU00281
TR05871,2020-06-10,ST00473,CU00703
TR05872,2020-10-11,ST00698,CU00812
TR05873,2019-10-06,ST00257,CU00996
TR05874,2021-01-05,ST00953,CU00829
TR05875,2021-08-11,ST00689,CU00339
TR05876,2020-05-24,ST00498,CU00217
TR05877,2020-04-21,ST00142,CU00982
TR05878,2019-09-09,ST00394,CU00689
TR05879,2021-03-19,ST00908,CU00772
TR05880,2020-04-05,ST00862,CU00688
TR05881,2021-04-02,ST00942,CU00982
TR05882,2021-05-13,ST00656,CU00573
TR05883,2020-10-24,ST00950,CU00802
TR05884,2021-08-05,ST00873,CU00056
TR05885,2020-01-12,ST00987,CU00423
TR05886,2021-02-20,ST00289,CU00193
TR05887,2021-01-06,ST00623,CU00189
TR05888,2019-01-18,ST00939,CU00991
TR05889,2019-03-10,ST00639,CU00835
TR05890,2021-11-14,ST00634,CU00368
TR05891,2020-09-03,ST00754,CU00559
TR05892,2019-12-05,ST00515,CU00727
TR05893,2020-12-25,ST00769,CU00724
TR05894,2020-06-22,ST00220,CU00513
TR05895,2019-10-20,ST00901,CU00281
TR05896,2020-08-24,ST00521,CU00098
TR05897,2020-10-06,ST00438,CU00212
TR05898,2019-09-14,ST00473,CU00516
TR05899,2020-11-07,ST00911,CU00736
TR05900,2020-07-04,ST00941,CU00401
TR05901,2021-03-21,ST00263,CU00388
TR05902,2020-10-28,ST00120,CU00818
TR05903,2020-10-02,ST00714,CU00908
TR05904,2021-01-06,ST00309,CU00655
