SalesID,JuiceID,Quantity
TR04348,JU00988,2
TR04349,JU00011,5
TR04349,JU00483,3
TR04349,JU00991,5
TR04350,JU00434,4
TR04350,JU00703,5
TR04351,JU00236,2
TR04351,JU00611,3
TR04352,JU00429,4
TR04352,JU00885,4
TR04353,JU00292,2
TR04353,JU00540,4
TR04353,JU00708,5
TR04353,JU00844,5
TR04354,JU00410,4
TR04354,JU00848,2
TR04354,JU00989,1
TR04355,JU00172,4
TR04355,JU00591,3
TR04356,JU00119,2
TR04356,JU00160,2
TR04356,JU00532,3
TR04356,JU00585,1
TR04356,JU00808,4
TR04357,JU00108,4
TR04358,JU00554,3
TR04358,JU00687,5
TR04358,JU00938,1
TR04359,JU00992,1
TR04360,JU00237,4
TR04360,JU00617,1
TR04360,JU00865,4
TR04361,JU00168,1
TR04362,JU00361,3
TR04362,JU00588,1
TR04362,JU00707,1
TR04363,JU00917,4
TR04364,JU00706,3
TR04365,JU00217,3
TR04366,JU00588,1
TR04366,JU00647,3
TR04367,JU00338,2
TR04367,JU00346,2
TR04367,JU00851,5
TR04368,JU00116,1
TR04368,JU00651,2
TR04368,JU00721,1
TR04369,JU00429,4
TR04370,JU00955,4
TR04371,JU00697,3
TR04371,JU00929,1
TR04371,JU00959,4
TR04372,JU00402,1
TR04373,JU00266,3
TR04374,JU00438,4
TR04374,JU00562,4
TR04374,JU00670,4
TR04374,JU00854,3
TR04375,JU00126,4
TR04375,JU00646,2
TR04376,JU00283,2
TR04376,JU00581,2
TR04376,JU00806,3
TR04376,JU00996,4
TR04377,JU00246,5
TR04377,JU00266,1
TR04378,JU00521,3
TR04379,JU00384,5
TR04379,JU00993,4
TR04380,JU00556,5
TR04380,JU00673,3
TR04380,JU00970,2
TR04381,JU00563,5
TR04381,JU00969,4
TR04382,JU00168,2
TR04382,JU00394,4
TR04383,JU00294,4
TR04383,JU00322,3
TR04383,JU00325,4
TR04384,JU00191,4
TR04384,JU00344,2
TR04384,JU00425,3
TR04384,JU00454,2
TR04384,JU00693,2
TR04385,JU00068,4
TR04385,JU00473,4
TR04385,JU00605,2
TR04385,JU00951,1
TR04386,JU00613,2
TR04386,JU00641,3
TR04386,JU00845,3
TR04387,JU00054,4
TR04387,JU00219,2
TR04387,JU00355,5
TR04387,JU00398,4
TR04387,JU00588,1
TR04387,JU00640,2
TR04387,JU00880,5
TR04388,JU00433,4
TR04388,JU00474,2
TR04388,JU00554,2
TR04388,JU00873,1
TR04388,JU00888,5
TR04389,JU00175,4
TR04389,JU00346,2
TR04389,JU00362,5
TR04389,JU00698,2
TR04390,JU00160,4
TR04390,JU00407,1
TR04390,JU00569,3
TR04391,JU00693,5
TR04392,JU00422,1
TR04392,JU00558,2
TR04392,JU00564,4
TR04392,JU00920,2
TR04393,JU00157,3
TR04394,JU00058,2
TR04394,JU00196,2
TR04395,JU00352,1
TR04395,JU00570,5
TR04396,JU00027,3
TR04396,JU00046,2
TR04396,JU00527,3
TR04397,JU00548,3
TR04398,JU00376,2
TR04398,JU00820,1
TR04399,JU00614,2
TR04399,JU00711,1
TR04400,JU00216,5
TR04400,JU00241,4
TR04400,JU00578,4
TR04400,JU00920,3
TR04401,JU00271,5
TR04401,JU00428,3
TR04401,JU00966,5
TR04402,JU00108,4
TR04402,JU00662,2
TR04402,JU00706,4
TR04403,JU00028,5
TR04403,JU00787,5
TR04404,JU00498,2
TR04404,JU00740,5
TR04404,JU00894,1
TR04405,JU00126,5
TR04405,JU00204,2
TR04405,JU00304,1
TR04406,JU00008,3
TR04406,JU00267,2
TR04407,JU00226,5
TR04407,JU00500,4
TR04407,JU00867,3
TR04408,JU00367,3
TR04408,JU00390,4
TR04408,JU00474,3
TR04408,JU00722,3
TR04408,JU00974,5
TR04409,JU00079,1
TR04410,JU00100,5
TR04410,JU00730,4
TR04411,JU00072,4
TR04411,JU00774,2
TR04412,JU00200,1
TR04412,JU00380,3
TR04412,JU00678,4
TR04413,JU00021,4
TR04413,JU00126,5
TR04413,JU00892,5
TR04414,JU00465,2
TR04415,JU00217,3
TR04415,JU00399,5
TR04415,JU00576,1
TR04416,JU00023,1
TR04417,JU00064,5
TR04417,JU00116,3
TR04417,JU00795,4
TR04418,JU00354,2
TR04418,JU00601,3
TR04419,JU00559,1
TR04419,JU00788,4
TR04420,JU00385,1
TR04420,JU00958,5
TR04421,JU00747,3
TR04422,JU00365,2
TR04423,JU00212,2
TR04423,JU00380,3
TR04423,JU00723,5
TR04423,JU00950,5
TR04424,JU00246,5
TR04424,JU00366,3
TR04424,JU00605,5
TR04425,JU00595,1
TR04425,JU00597,5
TR04425,JU00859,2
TR04426,JU00096,3
TR04426,JU00269,1
TR04426,JU00343,4
TR04427,JU00225,3
TR04427,JU00851,5
TR04428,JU00488,1
TR04428,JU00971,1
TR04429,JU00066,5
TR04429,JU00112,1
TR04429,JU00418,1
TR04429,JU00610,1
TR04429,JU00628,3
TR04429,JU00832,5
TR04430,JU00418,1
TR04431,JU00608,1
TR04432,JU00547,2
TR04433,JU00160,2
TR04433,JU00304,1
TR04433,JU00705,1
TR04434,JU00487,1
TR04434,JU00860,5
TR04435,JU00895,2
TR04435,JU00980,1
TR04436,JU00059,2
TR04437,JU00026,1
TR04437,JU00372,4
TR04437,JU00410,5
TR04437,JU00652,5
TR04437,JU00760,1
TR04438,JU00589,5
TR04438,JU00668,2
TR04438,JU00866,3
TR04439,JU00424,3
TR04439,JU00463,4
TR04440,JU00022,5
TR04440,JU00496,5
TR04440,JU00507,4
TR04440,JU00588,5
TR04440,JU00851,2
TR04440,JU00927,2
TR04440,JU00971,4
TR04441,JU00948,1
TR04442,JU00843,4
TR04443,JU00111,5
TR04443,JU00971,1
TR04444,JU00440,5
TR04444,JU00522,3
TR04444,JU00786,3
TR04445,JU00659,4
TR04446,JU00632,1
TR04446,JU00895,5
TR04446,JU00959,4
TR04447,JU00189,4
TR04447,JU00597,2
TR04447,JU00638,3
TR04447,JU00742,5
TR04448,JU00107,1
TR04448,JU00121,4
TR04448,JU00435,5
TR04448,JU00442,5
TR04448,JU00873,4
TR04448,JU00893,2
TR04449,JU00775,2
TR04449,JU00845,3
TR04450,JU00145,3
TR04451,JU00435,5
TR04451,JU00649,1
TR04451,JU00708,3
TR04451,JU00863,5
TR04452,JU00564,3
TR04452,JU00640,4
TR04452,JU00706,5
TR04452,JU00872,4
TR04453,JU00064,2
TR04453,JU00222,5
TR04453,JU00613,5
TR04454,JU00496,4
TR04455,JU00136,3
TR04455,JU00830,4
TR04455,JU00877,4
TR04456,JU00073,4
TR04456,JU00694,3
TR04457,JU00008,4
TR04457,JU00104,5
TR04458,JU00045,2
TR04458,JU00265,3
TR04458,JU00839,5
TR04458,JU00950,4
TR04458,JU00963,2
TR04459,JU00559,3
TR04460,JU00148,1
TR04460,JU00320,3
TR04461,JU00257,2
TR04462,JU00106,4
TR04462,JU00366,2
TR04463,JU00176,2
TR04463,JU00484,3
TR04464,JU00593,2
TR04464,JU00737,5
TR04464,JU00776,5
TR04464,JU00908,5
TR04465,JU00556,3
TR04466,JU00978,4
TR04467,JU00097,1
TR04467,JU00162,1
TR04467,JU00989,4
TR04468,JU00034,1
TR04468,JU00266,3
TR04468,JU00897,3
TR04469,JU00259,2
TR04469,JU00493,2
TR04469,JU00608,2
TR04469,JU00682,5
TR04470,JU00416,2
TR04470,JU00592,2
TR04471,JU00139,3
TR04471,JU00413,4
TR04471,JU00433,1
TR04472,JU00201,5
TR04472,JU00849,3
TR04472,JU00896,1
TR04473,JU00235,1
TR04473,JU00495,5
TR04473,JU00621,1
TR04473,JU00720,5
TR04474,JU00315,2
TR04474,JU00587,5
TR04474,JU00906,2
TR04475,JU00358,4
TR04475,JU00602,5
TR04476,JU00195,1
TR04477,JU00752,5
TR04477,JU00914,1
TR04478,JU00100,3
TR04478,JU00348,1
TR04478,JU00797,3
TR04479,JU00592,3
TR04479,JU00703,5
TR04480,JU00889,3
TR04481,JU00778,5
TR04482,JU00125,2
TR04482,JU00244,3
TR04482,JU00513,3
TR04483,JU00880,2
TR04484,JU00962,4
TR04485,JU00235,2
TR04485,JU00341,3
TR04485,JU00486,1
TR04486,JU00288,3
TR04486,JU00463,3
TR04486,JU00464,1
TR04486,JU00867,5
TR04487,JU00053,1
TR04487,JU00333,4
TR04487,JU00381,4
TR04487,JU00690,5
TR04487,JU00716,1
TR04487,JU00898,2
TR04488,JU00518,1
TR04489,JU00319,1
TR04489,JU00420,1
TR04490,JU00586,3
TR04490,JU00950,1
TR04491,JU00831,2
TR04492,JU00070,2
TR04492,JU00393,4
TR04492,JU00427,4
TR04492,JU00574,1
TR04493,JU00155,2
TR04493,JU00202,2
TR04493,JU00605,5
TR04494,JU00241,5
TR04494,JU00699,2
TR04495,JU00207,2
TR04495,JU00687,2
TR04495,JU00828,3
TR04496,JU00058,3
TR04496,JU00698,2
TR04496,JU00878,1
TR04497,JU00002,5
TR04497,JU00041,4
TR04497,JU00405,4
TR04498,JU00154,3
TR04498,JU00644,2
TR04499,JU00408,2
TR04499,JU00872,2
TR04499,JU00937,5
TR04499,JU00941,1
TR04500,JU00568,3
TR04500,JU00632,5
TR04501,JU00069,2
TR04502,JU00078,3
TR04503,JU00727,3
TR04503,JU00883,1
TR04504,JU00060,1
TR04504,JU00434,1
TR04504,JU00736,1
TR04504,JU00745,3
TR04505,JU00151,2
TR04505,JU00299,4
TR04505,JU00445,4
TR04505,JU00472,5
TR04505,JU00525,4
TR04505,JU00631,4
TR04506,JU00279,4
TR04507,JU00445,3
TR04508,JU00643,4
TR04508,JU00754,3
TR04509,JU00254,2
TR04509,JU00374,2
TR04509,JU00715,1
TR04509,JU00895,5
TR04510,JU00982,5
TR04511,JU00329,5
TR04511,JU00611,5
TR04512,JU00403,4
TR04513,JU00065,1
TR04513,JU00240,3
TR04513,JU00522,2
TR04513,JU00544,2
TR04514,JU00311,2
TR04514,JU00317,3
TR04515,JU00015,3
TR04516,JU00488,3
TR04516,JU00733,4
TR04517,JU00213,3
TR04518,JU00361,2
TR04518,JU00740,2
TR04518,JU00930,3
TR04519,JU00877,1
TR04520,JU00098,2
TR04520,JU00480,2
TR04521,JU00541,5
TR04522,JU00423,3
TR04522,JU00895,1
TR04522,JU00957,1
TR04523,JU00288,1
TR04524,JU00228,3
TR04524,JU00539,1
TR04524,JU00705,2
TR04525,JU00177,3
TR04525,JU00272,3
TR04525,JU00903,2
TR04526,JU00052,4
TR04526,JU00298,1
TR04526,JU00376,2
TR04526,JU00502,4
TR04526,JU00996,5
TR04527,JU00032,1
TR04527,JU00235,1
TR04527,JU00521,2
TR04527,JU00550,2
TR04528,JU00001,1
TR04528,JU00770,1
TR04528,JU00946,3
TR04529,JU00577,5
TR04530,JU00858,4
TR04531,JU00519,3
TR04531,JU00919,4
TR04531,JU00948,2
TR04532,JU00041,1
TR04532,JU00279,5
TR04532,JU00650,3
TR04532,JU00651,1
TR04532,JU00652,5
TR04532,JU00793,5
TR04533,JU00047,4
TR04533,JU00103,5
TR04533,JU00691,2
TR04533,JU00816,2
TR04533,JU00949,5
TR04534,JU00197,1
TR04535,JU00166,5
TR04535,JU00337,3
TR04535,JU00855,5
TR04535,JU00919,3
TR04535,JU00986,4
TR04536,JU00706,3
TR04537,JU00934,1
TR04538,JU00102,1
TR04538,JU00107,4
TR04539,JU00587,2
TR04539,JU00893,1
TR04540,JU00092,5
TR04540,JU00367,4
TR04540,JU00380,2
TR04540,JU00681,4
TR04540,JU00686,1
TR04541,JU00082,5
TR04541,JU00100,2
TR04541,JU00180,5
TR04541,JU00953,4
TR04542,JU00087,2
TR04542,JU00233,3
TR04542,JU00514,2
TR04543,JU00584,5
TR04543,JU00858,5
TR04544,JU00188,3
TR04544,JU00511,3
TR04544,JU00871,3
TR04545,JU00524,1
TR04546,JU00091,3
TR04547,JU00855,5
TR04547,JU00885,2
TR04547,JU00896,3
TR04548,JU00478,3
TR04548,JU00486,2
TR04549,JU00487,2
TR04550,JU00006,3
TR04550,JU00942,5
TR04551,JU00243,5
TR04551,JU00413,3
TR04552,JU00210,5
TR04553,JU00139,4
TR04553,JU00261,5
TR04553,JU00340,1
TR04554,JU00393,2
TR04554,JU00419,5
TR04554,JU00959,4
TR04555,JU00049,2
TR04555,JU00368,2
TR04555,JU00419,5
TR04555,JU00558,5
TR04556,JU00982,1
TR04557,JU00712,1
TR04557,JU00786,2
TR04557,JU00823,5
TR04557,JU00931,5
TR04558,JU00597,1
TR04558,JU00734,5
TR04559,JU00189,5
TR04559,JU00989,4
TR04560,JU00315,1
TR04560,JU00373,5
TR04561,JU00268,3
TR04561,JU00588,2
TR04562,JU00167,2
TR04562,JU00373,2
TR04562,JU00692,5
TR04562,JU00769,3
TR04562,JU00895,4
TR04563,JU00193,1
TR04563,JU00903,2
TR04564,JU00086,3
TR04564,JU00496,3
TR04564,JU00866,2
TR04565,JU00008,1
TR04566,JU00335,4
TR04566,JU00683,2
TR04567,JU00358,5
TR04567,JU00812,1
TR04568,JU00184,3
TR04568,JU00355,1
TR04568,JU00816,2
TR04569,JU00028,2
TR04569,JU00331,2
TR04570,JU00089,1
TR04570,JU00595,2
TR04571,JU00392,3
TR04571,JU00597,1
TR04571,JU00965,5
TR04572,JU00141,5
TR04573,JU00731,3
TR04573,JU00858,2
TR04574,JU00268,5
TR04574,JU00331,5
TR04574,JU00389,1
TR04575,JU00163,4
TR04575,JU00458,3
TR04575,JU00846,3
TR04576,JU00114,4
TR04576,JU00229,5
TR04576,JU00511,5
TR04576,JU00766,3
TR04577,JU00245,2
TR04577,JU00695,1
TR04577,JU00781,1
TR04578,JU00504,3
TR04578,JU00652,1
TR04578,JU00878,5
TR04578,JU00927,3
TR04579,JU00084,2
TR04579,JU00444,1
TR04579,JU00985,5
TR04579,JU00991,3
TR04580,JU00229,5
TR04580,JU00792,1
TR04581,JU00048,3
TR04581,JU00214,2
TR04581,JU00525,3
TR04581,JU00898,1
TR04582,JU00261,4
TR04582,JU00370,2
TR04582,JU00700,2
TR04583,JU00123,1
TR04583,JU00697,5
TR04584,JU00261,1
TR04584,JU00289,1
TR04584,JU00659,1
TR04584,JU00957,3
TR04585,JU00019,2
TR04585,JU00274,3
TR04585,JU00372,2
TR04585,JU00805,1
TR04585,JU00834,2
TR04586,JU00062,4
TR04586,JU00282,1
TR04586,JU00422,1
TR04586,JU00890,1
TR04587,JU00252,3
TR04587,JU00397,4
TR04587,JU00975,3
TR04588,JU00965,5
TR04589,JU00909,2
TR04590,JU00809,3
TR04591,JU00297,2
TR04591,JU00853,3
TR04592,JU00340,3
TR04592,JU00616,1
TR04593,JU00660,1
TR04593,JU00690,3
TR04594,JU00145,1
TR04594,JU00221,4
TR04594,JU00237,5
TR04594,JU00801,2
TR04595,JU00902,1
TR04596,JU00109,5
TR04596,JU00173,1
TR04596,JU00694,2
TR04596,JU00971,3
TR04597,JU00620,5
TR04597,JU00640,1
TR04598,JU00249,5
TR04598,JU00467,2
TR04598,JU00704,1
TR04599,JU00031,1
TR04599,JU00817,1
TR04600,JU00091,1
TR04600,JU00095,2
TR04600,JU00368,3
TR04600,JU00964,3
TR04601,JU00088,4
TR04601,JU00118,4
TR04601,JU00177,4
TR04601,JU00183,4
TR04602,JU00164,5
TR04602,JU00533,5
TR04603,JU00840,3
TR04604,JU00618,4
TR04604,JU00868,1
TR04605,JU00585,5
TR04605,JU00656,2
TR04605,JU00902,1
TR04606,JU00098,5
TR04606,JU00840,5
TR04607,JU00073,4
TR04607,JU00140,5
TR04607,JU00657,3
TR04608,JU00419,5
TR04608,JU00786,2
TR04609,JU00086,4
TR04609,JU00236,2
TR04610,JU00066,1
TR04610,JU00125,5
TR04610,JU00393,4
TR04610,JU00498,2
TR04610,JU00595,5
TR04611,JU00003,4
TR04611,JU00280,4
TR04611,JU00935,4
TR04612,JU00061,5
TR04613,JU00285,4
TR04613,JU00336,5
TR04613,JU00364,5
TR04614,JU00372,5
TR04614,JU00399,4
TR04615,JU00090,2
TR04615,JU00129,5
TR04615,JU00145,1
TR04615,JU00288,5
TR04615,JU00378,2
TR04615,JU00587,4
TR04615,JU00943,3
TR04616,JU00290,4
TR04616,JU00426,2
TR04616,JU00689,5
TR04617,JU00176,2
TR04617,JU00394,3
TR04618,JU00717,2
TR04619,JU00293,3
TR04619,JU00950,4
TR04620,JU00585,5
TR04620,JU00783,4
TR04620,JU00926,5
TR04621,JU00200,1
TR04621,JU00216,3
TR04621,JU00613,1
TR04622,JU00233,2
TR04622,JU00493,4
TR04622,JU00607,2
TR04623,JU00479,5
TR04623,JU00916,1
TR04624,JU00205,1
TR04625,JU00596,4
TR04625,JU00921,4
TR04625,JU00986,2
TR04626,JU00211,3
TR04626,JU00234,2
TR04627,JU00123,1
TR04628,JU00331,3
TR04628,JU00664,5
TR04629,JU00679,1
TR04630,JU00084,2
TR04630,JU00234,2
TR04630,JU00386,1
TR04630,JU00428,4
TR04630,JU00456,4
TR04630,JU00856,1
TR04631,JU00156,3
TR04632,JU00355,1
TR04633,JU00275,4
TR04633,JU00281,1
TR04634,JU00019,5
TR04634,JU00038,5
TR04634,JU00432,2
TR04635,JU00272,5
TR04635,JU00312,4
TR04636,JU00365,3
TR04637,JU00523,5
TR04637,JU00834,3
TR04638,JU00070,1
TR04638,JU00198,2
TR04638,JU00928,2
TR04639,JU00303,2
TR04639,JU00343,2
TR04640,JU00030,5
TR04640,JU00647,4
TR04640,JU00800,4
TR04640,JU00954,3
TR04641,JU00362,1
TR04641,JU00720,4
TR04641,JU00924,3
TR04642,JU00025,2
TR04642,JU00466,4
TR04642,JU00985,3
TR04643,JU00908,5
TR04643,JU00956,3
TR04644,JU00722,4
TR04644,JU00877,1
TR04645,JU00121,4
TR04645,JU00658,1
TR04645,JU00916,4
TR04645,JU00981,3
TR04646,JU00646,5
TR04647,JU00974,3
TR04648,JU00922,1
TR04649,JU00018,4
TR04649,JU00505,5
TR04650,JU00290,2
TR04650,JU00365,2
TR04650,JU00845,3
TR04651,JU00544,4
TR04651,JU00818,4
TR04652,JU00254,4
TR04652,JU00407,5
TR04652,JU00475,5
TR04652,JU00481,1
TR04653,JU00042,1
TR04653,JU00546,5
TR04653,JU00551,1
TR04653,JU00736,2
TR04654,JU00118,3
TR04654,JU00906,5
TR04654,JU00948,5
TR04655,JU00667,4
TR04655,JU00911,1
TR04656,JU00804,2
TR04656,JU00997,3
TR04657,JU00320,3
TR04657,JU00428,2
TR04657,JU00784,3
TR04658,JU00061,3
TR04658,JU00683,4
TR04658,JU00954,4
TR04659,JU00090,3
TR04660,JU00024,2
TR04660,JU00779,1
TR04660,JU00855,3
TR04661,JU00215,4
TR04661,JU00573,4
TR04661,JU00830,1
TR04662,JU00228,2
TR04662,JU00239,1
TR04662,JU00956,3
TR04662,JU00974,5
TR04662,JU00978,2
TR04663,JU00349,4
TR04663,JU00605,1
TR04663,JU00837,4
TR04664,JU00137,1
TR04664,JU00219,2
TR04664,JU00914,3
TR04664,JU00959,4
TR04665,JU00022,5
TR04665,JU00097,1
TR04665,JU00451,2
TR04666,JU00256,3
TR04666,JU00322,5
TR04667,JU00737,5
TR04667,JU00975,3
TR04668,JU00524,3
TR04668,JU00900,3
TR04669,JU00742,1
TR04670,JU00884,5
TR04671,JU00039,4
TR04671,JU00209,4
TR04671,JU00814,2
TR04672,JU00111,4
TR04672,JU00553,5
TR04673,JU00923,2
TR04674,JU00266,5
TR04674,JU00546,4
TR04674,JU00555,1
TR04674,JU00567,5
TR04674,JU00981,2
TR04675,JU00270,5
TR04675,JU00288,3
TR04675,JU00658,1
TR04675,JU00774,5
TR04676,JU00406,1
TR04677,JU00595,1
TR04678,JU00165,5
TR04678,JU00248,4
TR04678,JU00500,1
TR04678,JU00802,3
TR04678,JU00895,1
TR04679,JU00037,5
TR04679,JU00102,4
TR04679,JU00219,1
TR04679,JU00943,4
TR04679,JU00966,2
TR04680,JU00074,4
TR04680,JU00641,5
TR04680,JU00674,4
TR04680,JU00738,3
TR04680,JU00774,1
TR04681,JU00689,5
TR04681,JU00704,1
TR04682,JU00594,4
TR04682,JU00980,1
TR04683,JU00593,4
TR04683,JU00670,1
TR04683,JU00751,5
TR04683,JU00885,4
TR04683,JU00949,3
TR04684,JU00496,1
TR04684,JU00553,1
TR04685,JU00943,4
TR04686,JU00405,4
TR04686,JU00617,1
TR04687,JU00008,5
TR04687,JU00487,5
TR04687,JU00685,3
TR04687,JU00959,2
TR04688,JU00284,4
TR04689,JU00354,4
TR04689,JU00654,1
TR04689,JU00801,3
TR04689,JU00817,1
TR04689,JU00932,1
TR04690,JU00325,2
TR04691,JU00808,1
TR04692,JU00055,4
TR04692,JU00056,2
TR04692,JU00174,4
TR04692,JU00246,1
TR04693,JU00113,5
TR04693,JU00767,2
TR04694,JU00301,5
TR04694,JU00396,3
TR04695,JU00172,5
TR04695,JU00683,4
TR04695,JU00889,1
TR04695,JU00901,5
TR04696,JU00757,2
TR04697,JU00064,3
TR04697,JU00744,5
TR04697,JU00987,4
TR04698,JU00877,1
TR04699,JU00043,5
TR04699,JU00162,5
TR04699,JU00202,5
TR04699,JU00293,1
TR04699,JU00451,4
TR04699,JU00562,4
TR04699,JU00693,5
TR04700,JU00198,2
TR04700,JU00299,5
TR04700,JU00604,2
TR04700,JU00653,3
TR04701,JU00252,1
TR04701,JU00396,3
TR04701,JU00812,1
TR04702,JU00223,2
TR04702,JU00383,1
TR04702,JU00869,2
TR04703,JU00046,1
TR04703,JU00170,3
TR04703,JU00455,2
TR04703,JU00645,1
TR04704,JU00042,3
TR04704,JU00118,1
TR04705,JU00491,2
TR04706,JU00187,1
TR04706,JU00218,5
TR04706,JU00708,3
TR04706,JU00803,3
TR04707,JU00808,4
TR04708,JU00046,3
TR04708,JU00828,3
TR04709,JU00694,3
TR04710,JU00134,5
TR04710,JU00356,5
TR04711,JU00743,1
TR04711,JU00944,1
TR04711,JU00980,3
TR04712,JU00435,5
TR04712,JU00534,5
TR04713,JU00132,5
TR04713,JU00511,4
TR04714,JU00167,2
TR04714,JU00674,2
TR04714,JU00843,4
TR04714,JU00964,1
TR04715,JU00487,2
TR04715,JU00804,5
TR04715,JU00810,3
TR04716,JU00836,4
TR04717,JU00826,3
TR04718,JU00198,3
TR04718,JU00388,2
TR04718,JU00744,4
TR04718,JU00839,5
TR04719,JU00398,5
TR04719,JU00465,1
TR04719,JU00694,4
TR04720,JU00178,5
TR04720,JU00683,1
TR04721,JU00891,4
TR04722,JU00451,5
TR04722,JU00467,5
TR04722,JU00678,2
TR04722,JU00688,1
TR04722,JU00724,5
TR04722,JU00970,2
TR04723,JU00412,1
TR04723,JU00632,2
TR04723,JU00768,4
TR04723,JU00902,2
TR04724,JU00028,3
TR04724,JU00149,2
TR04724,JU00242,2
TR04724,JU00414,4
TR04724,JU00595,3
TR04724,JU00610,1
TR04724,JU00783,5
TR04725,JU00409,4
TR04726,JU00007,4
TR04726,JU00010,4
TR04726,JU00045,2
TR04727,JU00059,2
TR04727,JU00499,5
TR04727,JU00602,5
TR04728,JU00552,5
TR04729,JU00229,5
TR04729,JU00288,5
TR04730,JU00064,3
TR04730,JU00272,4
TR04730,JU00409,3
TR04730,JU00905,5
TR04731,JU00641,2
TR04732,JU00609,3
TR04733,JU00055,5
TR04733,JU00115,3
TR04733,JU00783,1
TR04734,JU00920,5
TR04734,JU00940,1
TR04735,JU00124,2
TR04735,JU00628,2
TR04736,JU00291,1
TR04737,JU00455,2
TR04737,JU00774,5
TR04738,JU00022,1
TR04738,JU00077,5
TR04738,JU00942,3
TR04739,JU00565,2
TR04739,JU00586,4
TR04739,JU00830,5
TR04740,JU00755,5
TR04740,JU00785,2
TR04741,JU00114,2
TR04741,JU00332,1
TR04741,JU00376,2
TR04741,JU00987,2
TR04742,JU00023,5
TR04742,JU00159,4
TR04742,JU00738,3
TR04743,JU00366,3
TR04743,JU00532,5
TR04743,JU00610,5
TR04743,JU00837,3
TR04744,JU00025,1
TR04744,JU00081,5
TR04744,JU00177,2
TR04744,JU00260,3
TR04744,JU00475,5
TR04744,JU00902,4
TR04745,JU00002,4
TR04745,JU00050,3
TR04746,JU00005,4
TR04746,JU00642,5
TR04747,JU00072,5
TR04747,JU00884,2
TR04748,JU00500,5
TR04748,JU00748,3
TR04749,JU00473,1
TR04749,JU00636,2
TR04749,JU00720,5
TR04749,JU00933,2
TR04750,JU00194,3
TR04750,JU00267,2
TR04750,JU00579,2
TR04751,JU00851,1
TR04752,JU00411,5
TR04753,JU00281,2
TR04753,JU00703,1
TR04753,JU00854,4
TR04754,JU00643,3
TR04754,JU00905,3
TR04755,JU00053,3
TR04755,JU00220,5
TR04755,JU00221,4
TR04756,JU00083,5
TR04756,JU00328,3
TR04757,JU00729,4
TR04758,JU00512,4
TR04758,JU00913,2
TR04759,JU00129,3
TR04759,JU00417,5
TR04759,JU00487,5
TR04759,JU00705,1
TR04760,JU00338,1
TR04760,JU00852,5
TR04760,JU00992,1
TR04761,JU00856,3
TR04762,JU00538,5
TR04762,JU00745,2
TR04762,JU00784,1
TR04763,JU00674,4
TR04763,JU00915,2
TR04764,JU00841,2
TR04764,JU00845,2
TR04765,JU00875,1
TR04766,JU00074,1
TR04766,JU00656,5
TR04767,JU00105,3
TR04767,JU00549,3
TR04768,JU00229,4
TR04768,JU00255,1
TR04768,JU00286,2
TR04769,JU00069,5
TR04769,JU00113,2
TR04769,JU00298,1
TR04769,JU00566,5
TR04769,JU00661,1
TR04770,JU00431,5
TR04770,JU00812,1
TR04771,JU00488,1
TR04772,JU00460,3
TR04772,JU00634,3
TR04772,JU00955,1
TR04773,JU00102,2
TR04773,JU00200,4
TR04773,JU00383,2
TR04773,JU00548,3
TR04773,JU00684,5
TR04773,JU00834,1
TR04773,JU00930,5
TR04774,JU00134,4
TR04774,JU00645,3
TR04774,JU00840,4
TR04774,JU00937,3
TR04775,JU00242,2
TR04776,JU00922,4
TR04777,JU00817,4
TR04777,JU00964,2
TR04778,JU00254,2
TR04778,JU00478,5
TR04779,JU00205,4
TR04780,JU00109,4
TR04780,JU00239,1
TR04781,JU00421,5
TR04781,JU00571,2
TR04781,JU00655,3
TR04781,JU00832,1
TR04782,JU00286,4
TR04783,JU00292,3
TR04783,JU00690,5
TR04784,JU00073,1
TR04784,JU00303,2
TR04784,JU00420,3
TR04784,JU00456,5
TR04784,JU00511,3
TR04785,JU00023,5
TR04785,JU00801,1
TR04786,JU00145,3
TR04786,JU00427,2
TR04786,JU00556,2
TR04786,JU00840,3
TR04787,JU00038,5
TR04787,JU00421,2
TR04788,JU00256,4
TR04788,JU00510,2
TR04789,JU00162,5
TR04790,JU00224,2
TR04790,JU00479,1
TR04791,JU00011,2
TR04791,JU00261,1
TR04791,JU00446,1
TR04791,JU00676,5
TR04792,JU00046,2
TR04792,JU00898,4
TR04793,JU00780,2
TR04793,JU00905,4
TR04794,JU00432,1
TR04794,JU00996,1
TR04795,JU00312,2
TR04795,JU00313,1
TR04796,JU00019,5
TR04796,JU00262,1
TR04796,JU00403,1
TR04796,JU00656,1
TR04797,JU00205,1
TR04798,JU00858,2
TR04799,JU00115,1
TR04799,JU00682,4
TR04800,JU00174,2
TR04800,JU00729,2
TR04801,JU00245,3
TR04801,JU00338,5
TR04802,JU00274,2
TR04802,JU00560,5
TR04803,JU00994,4
TR04804,JU00182,2
TR04804,JU00681,2
TR04805,JU00498,5
TR04805,JU00563,4
TR04805,JU00670,2
TR04805,JU00675,4
TR04806,JU00264,3
TR04806,JU00750,2
TR04807,JU00223,1
TR04807,JU00273,5
TR04808,JU00039,5
TR04808,JU00059,1
TR04809,JU00692,3
TR04810,JU00703,2
TR04810,JU00712,2
TR04811,JU00134,2
TR04811,JU00301,2
TR04811,JU00629,1
TR04811,JU00865,4
